Message,Value,WPARAM (In),LPARAM (In),WPARAM (Out),LPARAM (Out),LRESULT (Out),MSDN,GitHub
WM_CHANGECBCHAIN,0x030D,,,,,,https://learn.microsoft.com/en-us/windows/win32/dataxchg/wm-changecbchain,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/dataxchg/wm-changecbchain.md
WM_HSCROLLCLIPBOARD,0x030E,,,,,,https://learn.microsoft.com/en-us/windows/win32/dataxchg/wm-hscrollclipboard,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/dataxchg/wm-hscrollclipboard.md
WM_QUERYNEWPALETTE,0x030F,,,,,,https://learn.microsoft.com/en-us/windows/win32/gdi/wm-querynewpalette,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/gdi/wm-querynewpalette.md
WM_PALETTEISCHANGING,0x0310,,,,,,https://learn.microsoft.com/en-us/windows/win32/gdi/wm-paletteischanging,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/gdi/wm-paletteischanging.md
WM_PALETTECHANGED,0x0311,,,,,,https://learn.microsoft.com/en-us/windows/win32/gdi/wm-palettechanged,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/gdi/wm-palettechanged.md
WM_HOTKEY,0x0312,,,,,,https://learn.microsoft.com/en-us/windows/win32/inputdev/wm-hotkey,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/inputdev/wm-hotkey.md
WM_PRINT,0x0317,,,,,,https://learn.microsoft.com/en-us/windows/win32/gdi/wm-print,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/gdi/wm-print.md
WM_PRINTCLIENT,0x0318,,,,,,https://learn.microsoft.com/en-us/windows/win32/gdi/wm-printclient,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/gdi/wm-printclient.md
WM_APPCOMMAND,0x0319,,,,,,https://learn.microsoft.com/en-us/windows/win32/inputdev/wm-appcommand,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/inputdev/wm-appcommand.md
WM_THEMECHANGED,0x031A,,,,,,https://learn.microsoft.com/en-us/windows/win32/winmsg/wm-themechanged,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/winmsg/wm-themechanged.md
WM_CLIPBOARDUPDATE,0x031D,,,,,,https://learn.microsoft.com/en-us/windows/win32/dataxchg/wm-clipboardupdate,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/dataxchg/wm-clipboardupdate.md
WM_DWMCOMPOSITIONCHANGED,0x031E,,,,,,https://learn.microsoft.com/en-us/windows/win32/dwm/wm-dwmcompositionchanged,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/dwm/wm-dwmcompositionchanged.md
WM_DWMNCRENDERINGCHANGED,0x031F,,,,,,https://learn.microsoft.com/en-us/windows/win32/dwm/wm-dwmncrenderingchanged,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/dwm/wm-dwmncrenderingchanged.md
WM_DWMCOLORIZATIONCOLORCHANGED,0x0320,,,,,,https://learn.microsoft.com/en-us/windows/win32/dwm/wm-dwmcolorizationcolorchanged,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/dwm/wm-dwmcolorizationcolorchanged.md
WM_DWMWINDOWMAXIMIZEDCHANGE,0x0321,,,,,,https://learn.microsoft.com/en-us/windows/win32/dwm/wm-dwmwindowmaximizedchange,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/dwm/wm-dwmwindowmaximizedchange.md
WM_DWMSENDICONICTHUMBNAIL,0x0323,,,,,,https://learn.microsoft.com/en-us/windows/win32/dwm/wm-dwmsendiconicthumbnail,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/dwm/wm-dwmsendiconicthumbnail.md
WM_DWMSENDICONICLIVEPREVIEWBITMAP,0x0326,,,,,,https://learn.microsoft.com/en-us/windows/win32/dwm/wm-dwmsendiconiclivepreviewbitmap,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/dwm/wm-dwmsendiconiclivepreviewbitmap.md
WM_GETTITLEBARINFOEX,0x033F,,,,,,https://learn.microsoft.com/en-us/windows/win32/menurc/wm-gettitlebarinfoex,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/menurc/wm-gettitlebarinfoex.md
WM_HANDHELDFIRST,0x0358,,,,,,,
WM_HANDHELDLAST,0x035F,,,,,,,
WM_AFXFIRST,0x0360,,,,,,,
WM_AFXLAST,0x037F,,,,,,,
WM_PENWINFIRST,0x0380,,,,,,,
WM_PENWINLAST,0x038F,,,,,,,
WM_APP,0x8000,,,,,,https://learn.microsoft.com/en-us/windows/win32/winmsg/wm-app,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/winmsg/wm-app.md
WM_USER,0x0400,,,,,,https://learn.microsoft.com/en-us/windows/win32/winmsg/wm-user,https://github.com/MicrosoftDocs/win32/blob/docs/desktop-src/winmsg/wm-user.md
